"题目","朝代","作者","内容"
"题画梅","清末民国初","曹家达","寒风动茅屋，孤芳自空谷。荒山人迹稀，明月照幽独。"
"梅花次元和张京度韵","清末民国初","曹家达","一出万花尽，匹俦良独难。君方病疏野，我亦梦高寒。持赠有馀意，相思追古欢。山中大风雪，何处访袁安。"
"为鲤南四弟画梅","清末民国初","曹家达","和靖湖边宅，蜀王江上园。崖荒疑有路，溪薄不知源。残月碧堕水，长烟素匝原。夕阴带山郭，霜气薄关门。萼绿凝宵露，嫣红逗晓暾。买春冰雪窟，洗艳苧萝村。滴尽江妃泪，难招湘女魂。双鱼随驿使，啼鸟送王孙。冻雨催诗思，微霞晕酒痕。幽芳藉危石，清韵数芳樽。宫样初妆额，薰笼罢艺黁。百花魁旧占，三弄曲新翻。北道未堪寄，南枝当负暄。粉惭何晏傅，香毕令公温。旅思閒攀树，孤情傲结根。低迷迎白晓，消息漏黄昏。独木卧深涧，横枝欹缭垣。美人倦歌舞，野客耻笼樊。一阕江城引，思君未敢言。"
"题梅三首 其一","清末民国初","曹家达","冷淡知交付醁醽，山桥江店枉垂青。比来若问东吴使，醋浸曹公第几瓶。"
"题梅三首 其二","清末民国初","曹家达","贳酒罗浮何处村，频年开落暗销魂。九疑仙子寻常见，为避东君不出门。"
"题梅三首 其三","清末民国初","曹家达","桓伊三弄出柯亭，袅袅新愁不可听。昨夜东风潮信长，梦和残月吊湘灵。"
"梅花绝句四首 其一","清末民国初","曹家达","草草斜阳度水湾，乱鸦黄叶满柴关。多因懒逐东风嫁，屡被催妆不出山。"
"梅花绝句四首 其二","清末民国初","曹家达","山嘴无端三四花，每从清淡见风华。白云笑我不归去，输与桥南卖酒家。"
"梅花绝句四首 其三","清末民国初","曹家达","春情如梦复如丝，姑射仙人照眼迟。偏是骑驴江路晚，湿云飞上最高枝。"
"梅花绝句四首 其四","清末民国初","曹家达","寻觅寒香又一年，稯鞋踏遍坠崖边。乱山冰雪不知处，梦与鹤声飞上天。"
"题画梅八首 其一","清末民国初","曹家达","儗得张镃花品图，何年芳信问南湖。人因绿萼求真诰，天借红颜照玉奴。断角残钟寒到枕，小桥孤店雨如酥。玉尘莫向江潭泼，留照浮山绝代姝。"
"题画梅八首 其二","清末民国初","曹家达","才见癯仙眼便青，铜瓶纸帐夜冥冥。可能魂魄淆冰雪，别有心情寄醁醽。山曲骑驴兼得句，川途放鹤更扬舲。独怜世外知音少，斜月荒烟共一汀。"
"题画梅八首 其三","清末民国初","曹家达","浊世伪传宋璟心，为君一往见情深。山家翠羽能行酒，礀水游鱼解听琴。大好姿容霜欲晓，最无聊赖月初沉。九疑仙子寻常见，缟袂朝元思不禁。"
"题画梅八首 其四","清末民国初","曹家达","我亦人间冷淡人，清寒端底与为邻。谢家已病修难到，黄氏还忧瘦等身。巢许相期应恨晚，湖山独步自成春。却嫌真态难追忆，画里无端脱玉鳞。"
"题画梅八首 其五","清末民国初","曹家达","岁暮怀人百感侵，高天惟见下霜禽。依依江树迎朝旭，絮絮檐花又夕阴。神逐冷香清野渚，梦和寒意到重衾。年来强觅新诗句，懒似春烟不出林。"
"题画梅八首 其六","清末民国初","曹家达","无端清夜醉醇醪，一片幽芳托素毫。便拟骑驴孟夫子，可如相马九方皋。烟云淘尽元精出，绚烂平时见地高。若向南枝辨真相，暮寒微雪正萧骚。"
"题画梅八首 其七","清末民国初","曹家达","别具孤标领众芳，肯随桃李媚春阳。十年未换丹砂骨，百鍊犹存铁石肠。压酒吴姬歌白纻，求浆仙子捣元霜。瑶台不有风帆助，人日何缘到草堂。"
"题画梅八首 其八","清末民国初","曹家达","姑射神人霜雪姿，那堪踏损冻蛟螭。立残寒月无双影，吹醒东风第几枝。元夜春灯如旧约，频年班管寄相思。江南芳信君须记，微雨黄昏酒醒时。"
"画梅绝句","清末民国初","曹家达","坚冰碎石骨，众芳殚消歇。空山风雪寒，独立抱明月。"
"梅花集玉台新咏十六首 其一","清末民国初","曹家达","可怜润霜质，更得似梅花。伫立望日昃，承春挺素华。瑶台函碧雾，玉貌映朝霞。孤对相思夕，房栊月影斜。"
"梅花集玉台新咏十六首 其二","清末民国初","曹家达","画扇拂游尘，梅香渐著人。非怜江浦佩，不信洛川神。细树含残景，回花半隐身。上山采琼蕊，愿得及阳春。"
"梅花集玉台新咏十六首 其三","清末民国初","曹家达","会是无人见，向隅心独伤。高轩通夕月，峻节贯清霜。晚霰飞银砾，馀晖曜玉床。谁堪空对此，日暮想清扬。"
"梅花集玉台新咏十六首 其四","清末民国初","曹家达","别有当窗艳，罗帏风夜吹。含情寄杯酒，窥镜比蛾眉。唤取真来映，相看爱此时。逍遥独延伫，暮雀上南枝。"
"梅花集玉台新咏十六首 其五","清末民国初","曹家达","花里寄春情，兰缸当夜明。回飙卷高树，落宿半遥城。对影独含笑，怀风殊复清。所思不可寄，阶上绿苔生。"
"梅花集玉台新咏十六首 其六","清末民国初","曹家达","掩抑有奇态，岁寒无与同。泠泠玉潭水，淅淅振条风。流靡园塘侧，相看云雾中。鸣笳芳树曲，流涕忆辽东。"
"梅花集玉台新咏十六首 其七","清末民国初","曹家达","引领望天末，山川阻且难。夕阴结空幕，浮景映清湍。渺渺凌长道，悠悠怀所欢。瑶华未忍折，踯躅独吟叹。"
"梅花集玉台新咏十六首 其八","清末民国初","曹家达","夜夜有明月，广栏含夜阴。折花望远道，堕珥答琴心。寒谷待鸣律，清香复入襟。玉关信史断，中阔似辰参。"
"梅花集玉台新咏十六首 其九","清末民国初","曹家达","清气荡喧浊，此期良可嘉。游仙聚灵旅，素女执琼华。洛浦疑回雪，轻轩垂紫霞。美人称绝世，顾插步摇花。"
"梅花集玉台新咏十六首 其十","清末民国初","曹家达","长风正骚屑，白日入西山。飞鸟亦何乐，高枝不可攀。游尘随影入，馀思待君还。发藻玉台下，春花竞玉颜。"
"梅花集玉台新咏十六首 其十一","清末民国初","曹家达","清吹要碧玉，朝霞喻洛妃。华容溢藻幄，冰宇澹清晖。芳草生未积，梁尘将欲飞。思君随岁晚，清露下罗衣。"
"梅花集玉台新咏十六首 其十二","清末民国初","曹家达","岁律薄阳景，佳人殊不来。月斜树倒影，烛尽炭成灰。春草揽可结，朝花乱欲开。谁知独不见，取镜上空台。"
"梅花集玉台新咏十六首 其十三","清末民国初","曹家达","相看常不足，暮入绮窗前。秋尽冬复及，夕华晨更鲜。飞光已飘忽，是节最暄妍。屡见流芳歇，新年非故年。"
"梅花集玉台新咏十六首 其十四","清末民国初","曹家达","徙倚爱容光，清晖悬洞房。香随远风入，影落暮阴长。汉渚水初落，歌台弦未张。铅华谁不慕，持此寄寒乡。"
"梅花集玉台新咏十六首 其十五","清末民国初","曹家达","入林看碚垒，赏至莫停杯。贵里临妆馆，屏风隐镜台。春机思窈窕，夜静灭氛埃。独寐多远念，中山安在哉。"
"梅花集玉台新咏十六首 其十六","清末民国初","曹家达","梅花自烂发，倡妾不胜愁。长叹充幽闼，湔裙出乐游。谁知心曲乱，还向影中羞。绮态随颜变，无因寄陇头。"
"画梅为章次公成之题四首 其一","清末民国初","曹家达","鹤唳四山应，花开月有棱。朔风残腊鼓，微雪上元灯。沙碛晨逾静，烟光夜不凝。待招仙子下，远在最高层。"
"画梅为章次公成之题四首 其二","清末民国初","曹家达","为谁厌尘世，屏迹入荒林。山月冻逾瘦，溪烟春转深。清寒高士梦，静穆贵人心。欲觅追陪者，茫茫不可寻。"
"画梅为章次公成之题四首 其三","清末民国初","曹家达","岁暮苦萧瑟，寥寥江上村。丹砂难换骨，冰雪与招魂。野水有馀韵，长烟留片痕。人间寡巢许，契赏更谁论。"
"画梅为章次公成之题四首 其四","清末民国初","曹家达","姑射渺何许，神人不可逢。林寒尚啼鸟，山静欲成龙。超淡尊前影，萧条世外踪。冷香无著处，摇落暮天钟。"
"为秦伯未之济画梅繫以截句四首 其一","清末民国初","曹家达","休将往迹问林逋，老鹤归来觅旧株。除是孤山一卷石，不随春涨过西湖。"
"为秦伯未之济画梅繫以截句四首 其二","清末民国初","曹家达","疏树垂垂弱不支，几经开折渐离披。何郎已别扬州月，江上元宵属阿谁。"
"为秦伯未之济画梅繫以截句四首 其三","清末民国初","曹家达","疏影倚斜落片云，一声翠羽夜初分。酒香十里山灵醉，微雪消时说与君。"
"为秦伯未之济画梅繫以截句四首 其四","清末民国初","曹家达","蜀王小苑报春回，杳霭东风动地来。最是不堪追忆处，江南江北旧楼台。"
"仿悲庵画梅为秦伯未作","清末民国初","曹家达","吾爱赵撝叔，当年善画梅。幽花明夜雪，直干奋春雷。笔墨馀残幅，河山换劫灰。风流谁比似，未敢附舆台。"
"梅花四章 其一","清末民国初","曹家达","寒月沉沉隐芳榭，金尊酒满春无价。传言姑射冰雪姿，开颜发色美清夜。佳人日暮倚修竹，肯为王郎十五嫁。徐熙粉本和靖诗，昔所未信今见之。"
"梅花四章 其二","清末民国初","曹家达","合江渡头风雪多，合江园里春婆娑。一泓凉水照寒夜，酒阑翠羽能清歌。横吹三弄听不得，美人岁晚何蹉跎。芳华楼空渺何处，蜀王不归江水去。"
"梅花四章 其三","清末民国初","曹家达","九疑山上团团月，红罗亭下飘风发。四荒求女日复暮，忍使芳年坐消歇。何人传语寄春君，花气上天浮白云。"
"梅花四章 其四","清末民国初","曹家达","西洲鬓影鸦雏色，欲采寒花寄江北。伯劳飞时郎不归，高天海水空相忆。塞笛梅花归梦迟，知妾江南肠断时。"
"梅花绝句二首 其一","清末民国初","曹家达","岁尽山虚萎众芳，小桥流水漾寒光。酒人梦醒月西堕，倒落一枝春影长。"
"梅花绝句二首 其二","清末民国初","曹家达","雪后骚骚风满林，每缘香屑托微吟。遥知色相难为借，一缕清寒下碧岑。"
"梅花四首 其一","清末民国初","曹家达","云傍溪烟宿，霜衔山月低。林昏孤鹤梦，花发野禽啼。和靖得佳处，实斋怀旧题。春归留粉本，粉本亦凄迷。"
"梅花四首 其二","清末民国初","曹家达","路隘山深处，无人独赏音。绝殊姿媚态，常抱岁寒心。冰雪自太古，竹松非异岑。亦知移不得，健步一登临。"
"梅花四首 其三","清末民国初","曹家达","问讯江南客，新诗近几篇。湖山人去后，风雨鹤归年。林下觅高隐，人间有散仙。生香谁画得，萧飒起寒烟。"
"梅花四首 其四","清末民国初","曹家达","诗成标宋格，树老识唐年。野气随风远，清光带晓妍。灯烧春夜月，酒薄暮寒天。为忆罗浮梦，山中思悄然。"
"梅花二首 其一","清末民国初","曹家达","张镃玉照堂中品，化作曹公醋几瓶。正是江楼倚孤笛，白云啼鸟一时醒。"
"梅花二首 其二","清末民国初","曹家达","曾是江南二月时，落花如片雨如丝。相思又值春归后，闷对东风画折枝。"
"梅花杂题四首 其一","清末民国初","曹家达","断木溪桥临水村，袅烟和月向黄昏。独怜桃杏追陪晚，狼籍东风涴酒痕。"
"梅花杂题四首 其二","清末民国初","曹家达","大好湖山未肯违，缟衣薄暮见应稀。隔溪风竹摇虚影，惊起霜禽背月飞。"
"梅花杂题四首 其三","清末民国初","曹家达","自昔张镃善品梅，年年玉照画堂开。吾家亦有南湖在，领取寒香入酒杯。"
"梅花杂题四首 其四","清末民国初","曹家达","朝来春鸟唤提壶，春到南枝问有无。我爱孤山林处士，不辞风雪过西湖。"
"又四首 其一","清末民国初","曹家达","疏林倚寒沼，幽芳动岁杪。渡头风雪多，啼鸦弄清晓。"
"又四首 其二","清末民国初","曹家达","可人期不来，天寒日复暮。徙倚下庭阶，回风动芳树。"
"又四首 其三","清末民国初","曹家达","何处鹤声来，飞入寥天一。回飙动地起，江潭树萧瑟。"
"又四首 其四","清末民国初","曹家达","无限江南北，芳华胜迹留。即今人不见，明月满江楼。"
"梅花七首 其一 次朱元晦韵","清末民国初","曹家达","独负萧閒野水滨，高天漠漠糁珠尘。清歌忽动林间鸟，缟袂相逢梦里人。诗觅野桥真耐冷，酒寒山店不宜春。水云南下难为寄，塞上应怜物候新。"
"梅花七首 其二 次王荆公韵","清末民国初","曹家达","柳丝未及褪鸦黄，空谷佳人绝代妆。寒瘦诗怀合郊岛，浓薰文字亚班扬。矜才偶爽肝肠铁，细嚼应怜齿颊香。不负岁寒霜雪夜，年年曾此抱孤芳。"
"梅花七首 其三 次苏长公韵","清末民国初","曹家达","园林风色报春迟，江北江南腊尽时。湘水只应销艳骨，孤山重与觅寒姿。閒云如梦露垂脚，晓月无心冰透肌。却怪霜禽栖不稳，一声飞上最高枝。"
"梅花七首 其四 次林和靖韵","清末民国初","曹家达","无限清光带雨妍，东风吹送合江园。雪消地迥山容靓，霜劲天高野气昏。林际淡烟留写照，水边凉月与招魂。寸心长是争芳夜，手撚琼瑶酒一尊。"
"梅花七首 其五 次方秋崖韵","清末民国初","曹家达","荒村寂寞两三家，一水平分略彴斜。轻影摇风随径竹，生香和雨逗檐花。谁从南国求红豆，才是东皇下白麻。曾记蜀王留手植，更凭楼阁忆芳华。"
"梅花七首 其六 次范石滨韵","清末民国初","曹家达","百花头上冠华年，濯濯风姿照水妍。晴蕊鲜明迎晓日，霜林翳暧养春烟。芳心盈掬难为赠，傲骨从来不受怜。名画难求崇嗣本，未应嗤点及流传。"
"梅花七首 其七 次张宾齐韵","清末民国初","曹家达","绝代名姝聘玉尘，等閒天付与精神。洛滨绰约风惊佩，姑射清寒光照人。日气初晖九英本，风情偏占一枝春。剑南诗老疏狂甚，拟向花前托化身。"
